comparison,peptide_group,reference,gene,total_counts,pct_group,pct_reference,pct_delta,detection_log2_odds_ratio,mean_norm_group,mean_norm_reference,mean_log1p_group,mean_log1p_reference,avg_log1p_diff,log2fc_mean_norm,welch_t,welch_df,cohen_d_log1p,p_value,tested,padj_bh,n_group_cells,n_reference_cells,is_sig_0p25,is_sig_0p5,gene_program,gene_order,peptide_order,is_sig_abs0p5_fdr0p05,plot_size,x,y,gene_centered_log2fc_z,percent_detected
T4_vs_no_interaction,T4,no_interaction,Mcm6,4944,0.8090692124105066,0.4602102102102002,0.34885900220030636,2.2528609773105592,2.508390958144979,1.9912005130375428,1.0759279139541726,0.70901916848456,0.3669087454696126,0.31882872364228493,10.476828928137262,670.1161431532279,0.45116789269070495,6.882644799552837e-24,True,9.127194465328798e-23,419,2664,True,False,Proliferation,6,6,False,63.25298329355647,6,25,0.8081707186607604,80.90692124105065
Q7_vs_no_interaction,Q7,no_interaction,Mcm6,4286,0.7491408934707883,0.4602102102102002,0.2889306832605881,1.7666711188839856,2.35132099755406,1.9912005130375428,0.9965760671657748,0.70901916848456,0.2875568986812148,0.22922801558136438,6.669672873762041,392.52116886866946,0.3490977112743578,8.733498116506948e-11,True,6.566661637802283e-10,291,2664,False,False,Proliferation,6,7,False,58.93814432989676,7,25,0.29231086136416634,74.91408934707883
Q4H7_vs_no_interaction,Q4H7,no_interaction,Mcm6,4742,0.7839805825242716,0.4602102102102002,0.3237703723140714,2.0382312530474014,2.345124556281272,1.9912005130375428,1.01889893507189,0.70901916848456,0.30987976658732996,0.22557655871563384,8.654753621649041,644.4652385889996,0.3802546798458005,3.9379999911764766e-17,True,3.793700707978812e-16,412,2664,False,False,Proliferation,6,8,False,61.44660194174756,8,25,0.2712882594400865,78.39805825242716
V4_vs_no_interaction,V4,no_interaction,Mcm6,4272,0.7314814814814842,0.4602102102102002,0.271271271271284,1.6382116555876969,2.1200738498085636,1.9912005130375428,0.9327950741268429,0.70901916848456,0.2237759056422829,0.0862762678233535,5.529597471278763,456.67560006267325,0.2725564096937158,5.4096701618567136e-08,True,2.987540198185911e-07,324,2664,False,False,Proliferation,6,9,False,57.66666666666686,9,25,-0.5307079494761168,73.14814814814842
D4_vs_no_interaction,D4,no_interaction,Mcm6,3846,0.7118644067796596,0.4602102102102002,0.25165419656945937,1.501333495507688,2.1523017665518096,1.9912005130375428,0.909163583589966,0.70901916848456,0.20014441510540593,0.10706873448994247,4.170606319216784,299.1923798056381,0.24200772873995777,3.983933546524479e-05,True,0.0002493849560000553,236,2664,False,False,Proliferation,6,10,False,56.254237288135485,10,25,-0.41099908645934186,71.18644067796596
G4_vs_no_interaction,G4,no_interaction,Mcm6,3581,0.7923076923076904,0.4602102102102002,0.3320974820974902,2.1074394481171885,2.103775835256366,1.9912005130375428,0.952371528432264,0.70901916848456,0.243352359947704,0.07564608243065093,4.338068783638128,153.58783088508943,0.2936585679743258,2.5929738453477317e-05,True,0.00017443131636898785,130,2664,False,False,Proliferation,6,11,False,62.04615384615371,11,25,-0.5919093176169519,79.23076923076904
E1_vs_no_interaction,E1,no_interaction,Mcm6,3631,0.6994219653179207,0.4602102102102002,0.23921175510772047,1.4172624483314171,1.8790361695580635,1.9912005130375428,0.8545007497593621,0.70901916848456,0.14548158127480204,-0.07953342035853932,2.7880526612058723,210.66809628607655,0.17576825807821925,0.005787765400449717,True,0.022494590335052873,173,2664,False,False,Proliferation,6,12,False,55.35838150289029,12,25,-1.485327214602326,69.94219653179206
CATNB_vs_no_interaction,CATNB,no_interaction,Mcm6,3537,0.6388888888888876,0.4602102102102002,0.17867867867868742,1.0316945148352787,1.9266938271766825,1.9912005130375428,0.8276536662914217,0.70901916848456,0.11863449780686164,-0.045203242991653694,1.9226409312369148,165.00233623660054,0.14260458765378003,0.05624763619028406,True,0.16073173772296678,144,2664,False,False,Proliferation,6,13,False,50.99999999999991,13,25,-1.2876774328014116,63.888888888888765
LCMV_vs_no_interaction,LCMV,no_interaction,Mcm6,3451,0.6377952755905503,0.4602102102102002,0.17758506538035007,1.0250158272409766,2.096467263210412,1.9912005130375428,0.8362471268233357,0.70901916848456,0.12722795833877565,0.07085359705797822,1.8621825790958695,141.50030814112904,0.152568484272,0.06465127220179916,True,0.20557625760522052,127,2664,False,False,Proliferation,6,14,False,50.92125984251962,14,25,-0.6195011846227577,63.779527559055026
TB_vs_no_interaction,TB,no_interaction,Mcm6,3520,0.5950920245398775,0.4602102102102002,0.13488181432967733,0.7699374283736456,1.715204524816048,1.9912005130375428,0.7486673562513534,0.70901916848456,0.03964818776679335,-0.2041992898071016,0.6904289607278419,191.26549888277913,0.04773244903084041,0.4907614448733019,True,0.69166282011308,163,2664,False,False,Proliferation,6,15,False,47.846625766871185,15,25,-2.2030683911538103,59.509202453987754
MCMV_vs_no_interaction,MCMV,no_interaction,Mcm6,3360,0.6753246753246754,0.4602102102102002,0.21511446511447524,1.2595996947628194,2.668681733317081,1.9912005130375428,0.9205717136854913,0.70901916848456,0.21155254520093125,0.40486782175597763,2.2934977620009347,80.9322239862243,0.2528574308846203,0.02441321898805342,True,0.11043214120028115,77,2664,False,False,Proliferation,6,16,False,53.62337662337663,16,25,1.3035252514026212,67.53246753246755
multi_peptide_vs_no_interaction,multi_peptide,no_interaction,Cdk1,10192,0.42189586114818783,0.07957957957957965,0.34231628156860816,2.9312528079740807,0.461657629119051,0.21493465683469112,0.2886975628950072,0.08501569885904517,0.20368186403596203,0.8346384446735835,26.25589746891392,5272.814887627022,0.5371511602070045,6.636640192211627e-143,True,6.99909730585793e-142,8239,2664,True,True,Proliferation,7,0,True,35.376502002669525,0,24,1.5377823751869057,42.18958611481878
N4_vs_no_interaction,N4,no_interaction,Cdk1,789,0.35193133047210184,0.07957957957957965,0.27235175089252217,2.5141188227398397,0.383899845624019,0.21493465683469112,0.24384899312594965,0.08501569885904517,0.15883329426690448,0.6196559520597883,8.588884821320896,599.9837672587117,0.4688806292366678,7.575688106173877e-17,True,4.427859082746455e-16,466,2664,True,True,Proliferation,7,1,True,30.33905579399133,1,24,0.8965476170649738,35.19313304721018
A2_vs_no_interaction,A2,no_interaction,Cdk1,653,0.27671232876712276,0.07957957957957965,0.19713274918754312,2.0218656193004247,0.3231606157667739,0.21493465683469112,0.1990226825831106,0.08501569885904517,0.11400698372406542,0.4261528328725963,5.657240402686474,450.57125894761134,0.33904351960592505,2.7381654069548114e-08,True,1.1002764228882673e-07,365,2664,True,False,Proliferation,7,2,False,24.92328767123284,2,24,0.3193800332341204,27.671232876712278
Y3_vs_no_interaction,Y3,no_interaction,Cdk1,689,0.315245478036176,0.07957957957957965,0.23566589845659633,2.281666639759309,0.4157945648298243,0.21493465683469112,0.24495845059409982,0.08501569885904517,0.15994275173505465,0.711744043950619,7.318184127286345,462.16567181268925,0.46613140243828927,1.1214560034152872e-12,True,7.607867359852451e-12,387,2664,True,True,Proliferation,7,3,True,27.69767441860467,3,24,1.1712215433535085,31.524547803617597
Q4_vs_no_interaction,Q4,no_interaction,Cdk1,791,0.3223819301848043,0.07957957957957965,0.24280235060522468,2.327875455354261,0.3825652184424328,0.21493465683469112,0.235930533335179,0.08501569885904517,0.15091483447613382,0.6156714081546998,8.117642678210673,625.223228173785,0.4427809119382664,2.532448436718819e-15,True,1.4889785724313704e-14,487,2664,True,True,Proliferation,7,4,True,28.21149897330591,4,24,0.8846627979053242,32.23819301848043
Q4R7_vs_no_interaction,Q4R7,no_interaction,Cdk1,524,0.29515418502202645,0.07957957957957965,0.2155746054424468,2.148547235980331,0.3389059354145455,0.21493465683469112,0.20931356548787336,0.08501569885904517,0.12429786662882819,0.4788592532892574,4.950260736800533,258.78756517246103,0.37114479880852963,1.3375654100558303e-06,True,6.702920480483973e-06,227,2664,True,False,Proliferation,7,5,False,26.251101321585903,5,24,0.4765890614505036,29.515418502202646
T4_vs_no_interaction,T4,no_interaction,Cdk1,719,0.32935560859188484,0.07957957957957965,0.2497760290123052,2.3725375708872383,0.3788970293208953,0.21493465683469112,0.2358025667527681,0.08501569885904517,0.15078686789372292,0.6046629594211133,7.6699386963391065,523.173026817373,0.4446871342468733,8.45694425208547e-14,True,5.41826489025314e-13,419,2664,True,True,Proliferation,7,6,True,28.71360381861571,6,24,0.8518275661841059,32.935560859188485
Q7_vs_no_interaction,Q7,no_interaction,Cdk1,567,0.2680412371134016,0.07957957957957965,0.18846165753382196,1.9606008235807229,0.33767843986045243,0.21493465683469112,0.1991886470087937,0.08501569885904517,0.11417294814974854,0.47481879134157245,4.954653671782494,340.8731003969472,0.33891376608935986,1.1432956566755808e-06,True,5.37435353775307e-06,291,2664,True,False,Proliferation,7,7,False,24.298969072164915,7,24,0.46453745386039624,26.80412371134016
Q4H7_vs_no_interaction,Q4H7,no_interaction,Cdk1,626,0.2694174757281553,0.07957957957957965,0.18983789614857563,1.9704027087872549,0.2981761320342176,0.21493465683469112,0.18455045851041757,0.08501569885904517,0.0995347596513724,0.3383542169414823,5.416049806510685,532.3094916920327,0.29754602581186135,9.239179399411761e-08,True,4.103782751640562e-07,412,2664,True,False,Proliferation,7,8,False,24.39805825242718,8,24,0.05750045613214938,26.941747572815526
V4_vs_no_interaction,V4,no_interaction,Cdk1,565,0.2623456790123463,0.07957957957957965,0.18276609943276664,1.9197085459653689,0.31852370537399105,0.21493465683469112,0.1927419348826098,0.08501569885904517,0.10772623602356463,0.4102568130967928,5.043105384464239,390.23425881641305,0.3205554979796237,7.029261684416084e-07,True,3.4239544722884636e-06,324,2664,True,False,Proliferation,7,9,False,23.888888888888932,9,24,0.27196649610321477,26.23456790123463
D4_vs_no_interaction,D4,no_interaction,Cdk1,453,0.1864406779661016,0.07957957957957965,0.10686109838652194,1.3088620942488989,0.18431249477617714,0.21493465683469112,0.12146116715974833,0.08501569885904517,0.036445468300703165,-0.14757502389017424,1.8968446144244366,297.72331540241606,0.111076707373295,0.058816137434813634,True,0.1304755363595222,236,2664,False,False,Proliferation,7,10,False,18.423728813559315,10,24,-1.3918953314998463,18.64406779661016
G4_vs_no_interaction,G4,no_interaction,Cdk1,437,0.2230769230769231,0.07957957957957965,0.14349734349734344,1.6212245140873358,0.2761072329219159,0.21493465683469112,0.17016712569547843,0.08501569885904517,0.08515142683643326,0.2560915242278892,2.7339562359874487,140.7492209840464,0.2557995024907631,0.007062151917668766,True,0.0240329065211115,130,2664,True,False,Proliferation,7,11,False,21.06153846153846,11,24,-0.18786695599206377,22.30769230769231
E1_vs_no_interaction,E1,no_interaction,Cdk1,439,0.21387283236994212,0.07957957957957965,0.13429325279036247,1.5463215289545373,0.28336267474110327,0.21493465683469112,0.16764920166936603,0.08501569885904517,0.08263350281032086,0.283657352132259,2.95694216588815,191.76520869614444,0.24757934700712966,0.0034975156423456065,True,0.014883149121776722,173,2664,True,False,Proliferation,7,12,False,20.398843930635834,12,24,-0.10564553054583603,21.38728323699421
CATNB_vs_no_interaction,CATNB,no_interaction,Cdk1,413,0.1805555555555556,0.07957957957957965,0.10097597597597596,1.254707276397985,0.17637786273282813,0.21493465683469112,0.1180153612172454,0.08501569885904517,0.03299966235820023,-0.18841046328854855,1.4023270022747707,166.9948477668689,0.10019775639981482,0.1626738132305815,True,0.3431495237733386,144,2664,False,False,Proliferation,7,13,False,18.000000000000004,13,24,-1.5136964269614173,18.05555555555556
LCMV_vs_no_interaction,LCMV,no_interaction,Cdk1,391,0.15748031496062986,0.07957957957957965,0.07790073538105022,1.0288993497019965,0.227403054919009,0.21493465683469112,0.12476224808894112,0.08501569885904517,0.039746549229895956,0.05601525641493047,1.2970380365093361,137.88113363786644,0.11957054326112325,0.1967842944387113,True,0.41834883336229733,127,2664,False,False,Proliferation,7,14,False,16.33858267716535,14,24,-0.7846404682773562,15.748031496062985
TB_vs_no_interaction,TB,no_interaction,Cdk1,401,0.14723926380368102,0.07957957957957965,0.06765968422410137,0.9206419528603953,0.16534692867267772,0.21493465683469112,0.09962627137716912,0.08501569885904517,0.014610572518123949,-0.24717267690405673,0.6369719843985333,190.78154992277615,0.04434884527249841,0.524906678538116,True,0.7205121044091349,163,2664,False,False,Proliferation,7,15,False,15.601226993865033,15,24,-1.688968252012495,14.723926380368102
MCMV_vs_no_interaction,MCMV,no_interaction,Cdk1,378,0.14285714285714288,0.07957957957957965,0.06327756327756323,0.8725552405051787,0.19320933532907625,0.21493465683469112,0.11369602187116735,0.08501569885904517,0.028680323012122186,-0.10312148953112157,0.8035351247036802,81.19062377458489,0.08651249715252411,0.42401178562117964,True,0.6640997532890331,77,2664,False,False,Proliferation,7,16,False,15.285714285714286,16,24,-1.2593024351861908,14.285714285714288
multi_peptide_vs_no_interaction,multi_peptide,no_interaction,Ube2c,2895,0.1519601893433651,0.019144144144144136,0.13281604519922097,2.6819919051866354,0.12053698399686709,0.03123695439328275,0.07617658708876644,0.016593876001694135,0.059582711087072304,0.7488465968322534,16.879422373595148,7619.880569505551,0.2941781119385846,8.732909841423796e-63,True,4.447968185094354e-62,8239,2664,True,True,Proliferation,8,0,True,15.941133632722288,0,23,1.0914554440256792,15.19601893433651
N4_vs_no_interaction,N4,no_interaction,Ube2c,175,0.14592274678111586,0.019144144144144136,0.12677860263697172,2.6170683646642847,0.08792311866042013,0.03123695439328275,0.06573784900744495,0.016593876001694135,0.04914397300575081,0.5179685419354221,5.7537554788055845,560.4252609911736,0.35219263525127376,1.437327975117074e-08,True,5.0888165385346014e-08,466,2664,True,True,Proliferation,8,1,True,15.506437768240342,1,23,0.42425317371159277,14.592274678111586
A2_vs_no_interaction,A2,no_interaction,Ube2c,135,0.0931506849315069,0.019144144144144136,0.07400654078736277,1.9354660124568634,0.08350925715615355,0.03123695439328275,0.054088349592871364,0.016593876001694135,0.03749447359117723,0.4836788230688484,3.557569781267528,410.8818690791856,0.2654250880519522,0.00041795393052034056,True,0.001042180872961071,365,2664,True,False,Proliferation,8,2,False,11.706849315068496,2,23,0.325161130137192,9.31506849315069
Y3_vs_no_interaction,Y3,no_interaction,Ube2c,151,0.12144702842377253,0.019144144144144136,0.10230288427962839,2.3304209987015603,0.08840759825608732,0.03123695439328275,0.05830646750229422,0.016593876001694135,0.04171259150060008,0.5216831294766382,4.179169739097675,441.99050101835337,0.2963182945786247,3.527779526465911e-05,True,0.00011385763840540595,387,2664,True,True,Proliferation,8,3,True,13.744186046511622,3,23,0.4349877636313116,12.144702842377253
Q4_vs_no_interaction,Q4,no_interaction,Ube2c,138,0.0903490759753594,0.019144144144144136,0.07120493183121526,1.8913382341023628,0.061478242865573206,0.03123695439328275,0.0439492761228491,0.016593876001694135,0.027355400121154966,0.2991657744149361,3.6216119650714838,618.506374885828,0.20075579605402563,0.0003167809625342724,True,0.0007533839444576122,487,2664,True,False,Proliferation,8,4,False,11.505133470225877,4,23,-0.20805336276675596,9.034907597535941
Q4R7_vs_no_interaction,Q4R7,no_interaction,Ube2c,142,0.11453744493392078,0.019144144144144136,0.09539330078977665,2.241343737104178,0.19568470445231406,0.03123695439328275,0.0773372052888577,0.016593876001694135,0.060743329287163556,1.1718855970218203,3.097841050303718,233.9042203322515,0.40217196933761484,0.002187724727245824,True,0.006153053831870318,227,2664,True,True,Proliferation,8,5,True,13.246696035242296,5,23,2.3139734589318848,11.453744493392078
T4_vs_no_interaction,T4,no_interaction,Ube2c,152,0.11455847255369918,0.019144144144144136,0.09541432840955505,2.2416211878407952,0.08093963030358996,0.03123695439328275,0.05669145612506817,0.016593876001694135,0.04009758012337404,0.46333441002276793,4.382998639468719,491.52703929729745,0.28727055669093227,1.4322641277412109e-05,True,4.477888670695685e-05,419,2664,True,False,Proliferation,8,6,False,13.24821002386634,6,23,0.2663688877189252,11.455847255369918
Q7_vs_no_interaction,Q7,no_interaction,Ube2c,160,0.07560137457044676,0.019144144144144136,0.05645723042630262,1.6390649732885207,0.09818837342285304,0.03123695439328275,0.04939791082178033,0.016593876001694135,0.03280403482008619,0.594698311513186,2.475440086270048,312.88130415772423,0.2286475630016595,0.013836426543255672,True,0.030739927636933017,291,2664,True,True,Proliferation,8,7,True,10.443298969072167,7,23,0.6459904734555513,7.560137457044676
Q4H7_vs_no_interaction,Q4H7,no_interaction,Ube2c,150,0.1019417475728155,0.019144144144144136,0.08279760342867137,2.0673605821807164,0.0737430122132329,0.03123695439328275,0.05196730653928358,0.016593876001694135,0.03537343053758944,0.4047809362779066,3.9622650990344424,487.3861388113296,0.2555415264142125,8.533824865563894e-05,True,0.0002664025195180344,412,2664,True,False,Proliferation,8,8,False,12.339805825242717,8,23,0.0971583032187875,10.19417475728155
V4_vs_no_interaction,V4,no_interaction,Ube2c,139,0.08950617283950617,0.019144144144144136,0.07036202869536204,1.877847140623918,0.08048576471955295,0.03123695439328275,0.049068650104123944,0.016593876001694135,0.03247477410242981,0.4597110344629611,2.922735954862322,360.11369430545295,0.2315178311110598,0.003688875409466614,True,0.00933931961802545,324,2664,True,False,Proliferation,8,9,False,11.444444444444443,9,23,0.2558978864763689,8.950617283950617
D4_vs_no_interaction,D4,no_interaction,Ube2c,87,0.03389830508474576,0.019144144144144136,0.014754160940601627,0.6126029377406748,0.026012395364388558,0.03123695439328275,0.018554973746496922,0.016593876001694135,0.0019610977448027873,-0.05860836565672229,0.2662986601747208,303.5793859678923,0.015056976558772146,0.7901899819873812,False,,236,2664,False,False,Proliferation,8,10,False,7.4406779661016955,10,23,-1.241965912931594,3.389830508474576
G4_vs_no_interaction,G4,no_interaction,Ube2c,89,0.07692307692307693,0.019144144144144136,0.05777893277893279,1.6632123840449087,0.05413008287128204,0.03123695439328275,0.03878793706014784,0.016593876001694135,0.022194061058453705,0.23197445348764983,1.6560808711664874,138.9516971692446,0.16681986798843326,0.0999620333332599,True,0.20980992668753828,130,2664,False,False,Proliferation,8,11,False,10.538461538461538,11,23,-0.402226004632265,7.6923076923076925
E1_vs_no_interaction,E1,no_interaction,Ube2c,85,0.04624277456647398,0.019144144144144136,0.027098630422329843,0.988467157836351,0.03080672614271978,0.03123695439328275,0.020856375041758714,0.016593876001694135,0.00426249904006458,-0.004737292042085748,0.4630336845930949,201.96732419237745,0.032474130242609894,0.6438387550850385,False,,173,2664,False,False,Proliferation,8,12,False,8.329479768786126,12,23,-1.0862867487251735,4.624277456647398
CATNB_vs_no_interaction,CATNB,no_interaction,Ube2c,93,0.04166666666666667,0.019144144144144136,0.022522522522522535,0.8591992137325779,0.043335701957714384,0.03123695439328275,0.025374765136223186,0.016593876001694135,0.008780889134529051,0.12722398100960827,0.6828031457007879,155.036982479031,0.06592076343287802,0.49575024970808834,False,,144,2664,False,False,Proliferation,8,13,False,8.0,13,23,-0.7049388505328986,4.166666666666667
LCMV_vs_no_interaction,LCMV,no_interaction,Ube2c,74,0.015748031496062992,0.019144144144144136,-0.003396112648081144,-0.1836802128138975,0.012929522542802555,0.03123695439328275,0.009436689933764408,0.016593876001694135,-0.007157186067929727,-0.21675132760244858,-1.004458449039272,165.96995988212547,-0.05500255638715415,0.3166198791633235,False,,127,2664,False,False,Proliferation,8,14,False,6.133858267716535,14,23,-1.6989748880441564,1.574803149606299
TB_vs_no_interaction,TB,no_interaction,Ube2c,80,0.05521472392638037,0.019144144144144136,0.03607057978223623,1.2154905706478565,0.025776252357558194,0.03123695439328275,0.020670104318208014,0.016593876001694135,0.004076228316513879,-0.06131446418708519,0.5383495191479363,206.33430708749677,0.03131783664422986,0.5909160395841334,True,0.7671916899285173,163,2664,False,False,Proliferation,8,15,False,8.975460122699387,15,23,-1.2497861238388566,5.521472392638037
MCMV_vs_no_interaction,MCMV,no_interaction,Ube2c,76,0.05194805194805195,0.019144144144144136,0.032803907803907816,1.1364241924385048,0.10256151779198776,0.03123695439328275,0.05067650608733359,0.016593876001694135,0.034082630085639457,0.626186101187206,1.2157751324554136,77.2841007832712,0.2495823181009681,0.22777126333370507,True,0.47299586763471735,77,2664,False,False,Proliferation,8,16,False,8.740259740259742,16,23,0.7369853701644065,5.194805194805195
multi_peptide_vs_no_interaction,multi_peptide,no_interaction,Sell,6546,0.20135938827527286,0.43506006006005155,-0.23370067178477869,-1.5663892475079773,0.3918684137900856,3.2718476429942975,0.16817312011763255,0.842118930570352,-0.6739458104527195,-2.7771950316412797,-32.20006730230065,2959.4686882547526,-1.0502622924502167,2.7151718565256186e-195,True,4.410111077329989e-194,8239,2664,True,True,Naive_recirc,9,0,True,19.497875955819644,0,22,-1.8114067342297886,20.135938827527287
N4_vs_no_interaction,N4,no_interaction,Sell,3261,0.21888412017167339,0.43506006006005155,-0.21617593988837816,-1.4198604407843403,0.5458068700341596,3.2718476429942975,0.21653431202621437,0.842118930570352,-0.6255846185441376,-2.3843646561438807,-19.962870356646388,1276.655794912643,-0.6315359221534244,2.218479752590424e-77,True,9.155569483299263e-75,466,2664,True,True,Naive_recirc,9,1,True,20.759656652360484,1,22,-1.216500185204446,21.88841201716734
A2_vs_no_interaction,A2,no_interaction,Sell,3196,0.19999999999999976,0.43506006006005155,-0.23506006006005178,-1.5781213630387247,0.5032180366064676,3.2718476429942975,0.19266711843494572,0.842118930570352,-0.6494518121354063,-2.482787877675505,-19.701399710232543,906.3088322370571,-0.6485182641771079,3.39313312020952e-72,True,4.005169506767312e-69,365,2664,True,True,Naive_recirc,9,2,True,19.399999999999984,2,22,-1.3655533713059442,19.999999999999975
Y3_vs_no_interaction,Y3,no_interaction,Sell,3233,0.18604651162790678,0.43506006006005155,-0.24901354843214477,-1.7019557121090911,0.6436387036437183,3.2718476429942975,0.22152196982996783,0.842118930570352,-0.6205969607403842,-2.180865585283083,-17.568537251888806,837.0562243455798,-0.6183817983437918,4.678457262589684e-59,True,6.315917304496074e-56,387,2664,True,True,Naive_recirc,9,3,True,18.39534883720929,3,22,-0.9083190018568708,18.604651162790677
Q4_vs_no_interaction,Q4,no_interaction,Sell,3286,0.2156057494866532,0.43506006006005155,-0.21945431057339834,-1.4466401294226203,0.727854353211958,3.2718476429942975,0.2560495176662971,0.842118930570352,-0.5860694129040549,-2.026090471856979,-17.435324982015544,1144.6091322952457,-0.5891977517655348,1.4737914658818573e-60,True,1.1479739310691326e-58,487,2664,True,True,Naive_recirc,9,4,True,20.523613963039033,4,22,-0.6739259041063657,21.56057494866532
Q4R7_vs_no_interaction,Q4R7,no_interaction,Sell,3181,0.22907488986784164,0.43506006006005155,-0.2059851701922099,-1.3383103738858035,0.8381414334311078,3.2718476429942975,0.28371238292918693,0.842118930570352,-0.558406547641165,-1.8456620057793072,-12.00518821034174,344.49437657871505,-0.5447009540118691,5.625004715059451e-28,True,4.264942599401987e-26,227,2664,True,True,Naive_recirc,9,5,True,21.493392070484596,5,22,-0.40068309297116955,22.907488986784163
T4_vs_no_interaction,T4,no_interaction,Sell,3249,0.19093078758949852,0.43506006006005155,-0.24412927247055302,-1.6578755118140507,0.6604672663749896,3.2718476429942975,0.2285437408863758,0.842118930570352,-0.6135751896839763,-2.148581294650409,-17.820111620001924,947.1517345501002,-0.6135332639942627,1.758212988889429e-61,True,2.086779041188141e-58,419,2664,True,True,Naive_recirc,9,6,True,18.747016706443894,6,22,-0.8594273246190892,19.09307875894985
Q7_vs_no_interaction,Q7,no_interaction,Sell,3240,0.24742268041237075,0.43506006006005155,-0.1876373796476808,-1.1973332374523231,1.098766581135001,3.2718476429942975,0.34108123260881934,0.842118930570352,-0.5010376979615327,-1.4919885790540728,-10.796167777386644,442.3749825760029,-0.4895484701996437,2.8175689814007648e-24,True,9.630306287710819e-23,291,2664,True,True,Naive_recirc,9,7,True,22.814432989690694,7,22,0.13492375135360102,24.742268041237075
Q4H7_vs_no_interaction,Q4H7,no_interaction,Sell,3371,0.2766990291262135,0.43506006006005155,-0.15836103093383802,-0.9854572133445255,1.194597287202074,3.2718476429942975,0.35896371750360695,0.842118930570352,-0.4831552130667451,-1.3810359636912846,-11.70742013573542,707.5048112717661,-0.4761892977480941,4.6044214618142595e-29,True,1.0172961220327654e-27,412,2664,True,True,Naive_recirc,9,8,True,24.922330097087375,8,22,0.3029515863376846,27.669902912621353
V4_vs_no_interaction,V4,no_interaction,Sell,3317,0.2716049382716056,0.43506006006005155,-0.16345512178844596,-1.0213090538880665,1.1390821600242664,3.2718476429942975,0.3619508753392167,0.842118930570352,-0.4801680552311353,-1.4442674978802073,-10.816468888694345,514.0966966437819,-0.4705514150980947,1.0442783977679683e-24,True,2.664918141996334e-23,324,2664,True,True,Naive_recirc,9,9,True,24.555555555555603,9,22,0.20719307034645107,27.160493827160558
D4_vs_no_interaction,D4,no_interaction,Sell,3269,0.34745762711864353,0.43506006006005155,-0.08760243294140801,-0.5208292724284608,1.3909151676149012,3.2718476429942975,0.4702060251069486,0.842118930570352,-0.37191290546340344,-1.1773411782728298,-6.941651961437245,320.4266596149957,-0.36059979683185056,2.1591571759796033e-11,True,3.9518201379201837e-10,236,2664,True,True,Naive_recirc,9,10,True,30.016949152542335,10,22,0.6114291619180204,34.74576271186435
G4_vs_no_interaction,G4,no_interaction,Sell,3180,0.3076923076923075,0.43506006006005155,-0.12736775236774406,-0.7750618614976363,1.2682084965765685,3.2718476429942975,0.41741623448669257,0.842118930570352,-0.42470269608365946,-1.3012512552466613,-6.214203366668245,155.3379645166529,-0.40849881194552856,4.535316256803068e-09,True,6.278683739172984e-08,130,2664,True,True,Naive_recirc,9,11,True,27.15384615384614,11,22,0.42377840759783997,30.76923076923075
E1_vs_no_interaction,E1,no_interaction,Sell,3216,0.35260115606936404,0.43506006006005155,-0.0824589039906875,-0.488974177513924,1.7706161540809788,3.2718476429942975,0.5002109970749853,0.842118930570352,-0.34190793349536674,-0.8500257981393512,-5.101522936956591,208.69518653692717,-0.3286777699917313,7.555093162558172e-07,True,9.047322950817371e-06,173,2664,True,True,Naive_recirc,9,12,True,30.38728323699421,12,22,1.1071190967698512,35.2601156069364
CATNB_vs_no_interaction,CATNB,no_interaction,Sell,3210,0.36111111111111077,0.43506006006005155,-0.07394894894894077,-0.4367090493388253,1.5039712789734212,3.2718476429942975,0.5138278387720319,0.842118930570352,-0.32829109179832017,-1.0718910407056454,-4.727079170777613,171.13733684147306,-0.31554372010488496,4.735116531888968e-06,True,7.649488077049812e-05,144,2664,True,True,Naive_recirc,9,13,True,30.999999999999975,13,22,0.7711239853005281,36.11111111111108
LCMV_vs_no_interaction,LCMV,no_interaction,Sell,3221,0.33070866141732247,0.43506006006005155,-0.10435139864272908,-0.6260806181507044,1.9563965521397333,3.2718476429942975,0.5399712208363221,0.842118930570352,-0.30214770973402993,-0.7134208512411937,-3.6695571345673015,142.95343292099017,-0.28900789084673095,0.00034219035937637585,True,0.004119712621612471,127,2664,True,True,Naive_recirc,9,14,True,28.811023622047216,14,22,1.3139950987492632,33.070866141732246
TB_vs_no_interaction,TB,no_interaction,Sell,3260,0.3312883435582824,0.43506006006005155,-0.10377171650176914,-0.6223964325062993,2.093950894729899,3.2718476429942975,0.5912919877139398,0.842118930570352,-0.25082694285641227,-0.6200081140170448,-3.311169233575135,188.1976221225155,-0.23994351104945694,0.0011137449301142717,True,0.008544949632140999,163,2664,True,True,Naive_recirc,9,15,True,28.852760736196334,15,22,1.4554603534833577,33.12883435582824
MCMV_vs_no_interaction,MCMV,no_interaction,Sell,3130,0.3506493506493507,0.43506006006005155,-0.08441070941070083,-0.5010378658436347,1.607547536596795,3.2718476429942975,0.492622990105743,0.842118930570352,-0.349495940464609,-0.9816136071328264,-3.6338820598995354,83.3086372085436,-0.334045641809911,0.0004817492597885305,True,0.0058668048475862865,77,2664,True,True,Naive_recirc,9,16,True,30.24675324675325,16,22,0.9078411024370718,35.06493506493507
