contrast,treatment,control,gene,total_counts,pct_treatment,pct_control,mean_norm_treatment,mean_norm_control,mean_log1p_treatment,mean_log1p_control,avg_log1p_diff,log2fc_mean_norm,welch_t,welch_df,cohen_d_log1p,p_value,tested,padj_bh,n_treatment_cells,n_control_cells,neglog10_padj,in_top_gene_heatmap,sig
IFNg_vs_no_treatment,IFNg,no_treatment,Nkapd1,1854,0.17484592558776313,0.17959770114942877,0.34699447029207564,0.3429913421668059,0.1828448478561239,0.1850179336379327,-0.0021730857818088034,0.012978481144378084,-0.25332132270167024,9131.872180365042,-0.005276619698650843,0.800025622688156,True,0.9028205872274285,4381,4872,0.04439854616347341,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Dlat,4078,0.3448984250171135,0.34031198686371295,0.7620120851950105,0.7476847568007139,0.3829967011726579,0.378487592992686,0.00450910817997191,0.024180251125528147,0.38934041237833517,9139.209397824005,0.008108303210334058,0.6970334166333799,True,0.8441155289832448,4381,4872,0.07359811004935916,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Alg9,1150,0.11298790230540882,0.11494252873563206,0.21513928193220985,0.22260208963128922,0.1153602566525137,0.11763292283083387,-0.0022726661783201707,-0.03376618679434998,-0.3224245004568104,9178.213476333165,-0.006707050722907457,0.7471384695832655,True,0.8739169706183668,4381,4872,0.05852982699395734,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Ppp2r1b,1136,0.11275964391691305,0.11391625615763534,0.21589036592693006,0.2253821039083496,0.11574929676379332,0.11887028821839093,-0.003120991454597613,-0.042710966408523,-0.4404931960587001,9190.23954218634,-0.009159346153213684,0.6595902993008583,True,0.822511725856689,4381,4872,0.0848579019633305,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Sik2,1163,0.11390093585939191,0.11986863711001629,0.23260903709265365,0.2513647838807832,0.11938691496794356,0.12760107284098607,-0.008214157873042513,-0.0791422344467606,-1.1068805661419827,9211.695682026131,-0.022996315864949168,0.2683744726076899,True,0.5036451765741291,4381,4872,0.2978753209452655,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Fdx1,1620,0.1618351974435041,0.1529146141215124,0.30313964944108995,0.2980680379509474,0.1659304798799707,0.15856760488805227,0.007362874991918428,0.018264643706196963,0.9087057499949808,9144.910656623013,0.018921564097222676,0.36352941484343604,True,0.5953010760896611,4381,4872,0.2252633323997342,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Rdx,7696,0.5366354713535711,0.5449507389162561,1.411322179344316,1.4561474056627195,0.6564284155846678,0.6682815495855617,-0.011853134000893939,-0.04216748281796921,-0.8573839447712818,9164.495631867156,-0.01784290836203846,0.3912551493970225,True,0.6221978296928395,4381,4872,0.20607150810045538,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Zc3h12c,2247,0.2006391234877854,0.20484400656814966,0.43836356147452277,0.46467029327539405,0.2157745739697398,0.2256045707537086,-0.009829996783968786,-0.06882796853083388,-1.0168179144566998,9199.065779194607,-0.021136175016834804,0.30926679997352735,True,0.5446570729900813,4381,4872,0.26387685218819207,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Ddx10,6082,0.465647112531377,0.4445812807881721,1.2060261711788054,1.1271906390565298,0.5587758402603353,0.5288561060444488,0.029919734215886562,0.08982442383490387,2.2372805970452925,9115.56985108283,0.04662102638798233,0.025292078054078477,True,0.10477534299340426,4381,4872,0.9797409087818872,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Poglut3,619,0.06299931522483469,0.06383415435139567,0.111221630898548,0.11906906314454749,0.0626013079052576,0.06465552794961807,-0.002054220044360469,-0.052628175277415146,-0.3923425941898663,9207.296588726473,-0.008152768900974418,0.6948141772944026,True,0.843084126677456,4381,4872,0.07412908738131982,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Atm,4530,0.3857566765578567,0.3505747126436794,0.9393402255210318,0.8102475564238197,0.4459727101998145,0.3978060999030928,0.0481666102967217,0.1913371264585078,3.9187590527647416,9036.33573369668,0.08180061152069698,8.966246671479819e-05,True,0.0011258931675634527,4381,4872,2.948502816357524,False,False
IFNg_vs_no_treatment,IFNg,no_treatment,Npat,2667,0.24971467701437644,0.23111658456486733,0.5367334845705343,0.48527097141993975,0.2725317204103867,0.24703406615780127,0.025497654252585433,0.1215849098428613,2.517660161470661,9040.819253603948,0.052549269862098985,0.011830863798497137,True,0.06041378207185531,4381,4872,1.2188639753693207,False,False
